country,date,accumulated_deaths,increase_of_deaths
Canada,2020-03-05,0,-1
Canada,2020-03-13,1,1
Canada,2020-03-04,0,-1
Canada,2020-03-25,30,30
Canada,2020-03-08,0,-30
Canada,2020-03-18,8,8
Canada,2020-03-10,1,-7
Canada,2020-03-12,1,0
Canada,2020-03-27,54,53
Canada,2020-03-22,21,-33
Canada,2020-03-02,0,-21
Canada,2020-03-11,1,1
Canada,2020-03-20,12,11
Canada,2020-03-14,1,-11
Canada,2020-03-26,38,37
Canada,2020-03-21,19,-19
Canada,2020-03-24,26,7
Canada,2020-03-16,4,-22
Canada,2020-03-19,9,5
Central African Republic,2020-03-19,0,0
Central African Republic,2020-03-20,0,0
Central African Republic,2020-03-27,0,0
Central African Republic,2020-03-21,0,0
Central African Republic,2020-03-10,0,0
Central African Republic,2020-03-17,0,0
Central African Republic,2020-03-05,0,0
Central African Republic,2020-03-06,0,0
Central African Republic,2020-03-08,0,0
Central African Republic,2020-03-07,0,0
Central African Republic,2020-03-23,0,0
Central African Republic,2020-03-13,0,0
Central African Republic,2020-03-03,0,0
Central African Republic,2020-03-04,0,0
Central African Republic,2020-03-14,0,0
Central African Republic,2020-03-24,0,0
Central African Republic,2020-03-26,0,0
Central African Republic,2020-03-25,0,0
Central African Republic,2020-03-02,0,0
Central African Republic,2020-03-12,0,0
Central African Republic,2020-03-11,0,0
Central African Republic,2020-03-09,0,0
Central African Republic,2020-03-16,0,0
Central African Republic,2020-03-18,0,0
Central African Republic,2020-03-15,0,0
Central African Republic,2020-03-01,0,0
Central African Republic,2020-03-22,0,0
Chad,2020-03-01,0,0
Chad,2020-03-16,0,0
Chad,2020-03-17,0,0
Chad,2020-03-09,0,0
Chad,2020-03-14,0,0
Chad,2020-03-15,0,0
Chad,2020-03-13,0,0
Chad,2020-03-24,0,0
Chad,2020-03-02,0,0
Chad,2020-03-11,0,0
Chad,2020-03-22,0,0
Chad,2020-03-25,0,0
Chad,2020-03-27,0,0
Chad,2020-03-20,0,0
Chad,2020-03-06,0,0
Chad,2020-03-07,0,0
Chad,2020-03-08,0,0
Chad,2020-03-12,0,0
Chad,2020-03-23,0,0
Chad,2020-03-10,0,0
Chad,2020-03-04,0,0
Chad,2020-03-05,0,0
Chad,2020-03-26,0,0
Chad,2020-03-03,0,0
Chad,2020-03-18,0,0
Chad,2020-03-21,0,0
Chad,2020-03-19,0,0
Chile,2020-03-12,0,0
Chile,2020-03-10,0,0
Chile,2020-03-14,0,0
Chile,2020-03-24,2,2
Chile,2020-03-20,0,-2
Chile,2020-03-22,1,1
Chile,2020-03-27,5,4
Chile,2020-03-15,0,-5
Chile,2020-03-06,0,0
Chile,2020-03-05,0,0
Chile,2020-03-19,0,0
Chile,2020-03-18,0,0
Chile,2020-03-23,2,2
Chile,2020-03-11,0,-2
Chile,2020-03-08,0,0
Chile,2020-03-04,0,0
Chile,2020-03-01,0,0
Chile,2020-03-03,0,0
Chile,2020-03-25,3,3
Chile,2020-03-07,0,-3
Chile,2020-03-02,0,0
Chile,2020-03-13,0,0
Chile,2020-03-09,0,0
Chile,2020-03-21,0,0
Chile,2020-03-17,0,0
Chile,2020-03-16,0,0
Chile,2020-03-26,4,4
China,2020-03-03,2947,0
China,2020-03-24,3281,334
China,2020-03-11,3161,-120
China,2020-03-15,3203,42
China,2020-03-10,3139,-64
China,2020-03-13,3180,41
China,2020-03-27,3296,116
China,2020-03-23,3274,-22
China,2020-03-09,3123,-151
China,2020-03-22,3274,151
China,2020-03-08,3100,-174
China,2020-03-18,3241,141
China,2020-03-20,3253,12
China,2020-03-19,3249,-4
China,2020-03-01,2872,-377
China,2020-03-12,3172,300
China,2020-03-16,3217,45
China,2020-03-26,3291,74
China,2020-03-02,2914,-377
China,2020-03-17,3230,316
China,2020-03-21,3259,29
China,2020-03-07,3072,-187
China,2020-03-05,3015,-57
China,2020-03-04,2983,-32
China,2020-03-14,3193,210
China,2020-03-06,3044,-149
China,2020-03-25,3285,241
Colombia,2020-03-15,0,0
Colombia,2020-03-18,0,0
Colombia,2020-03-12,0,0
Colombia,2020-03-03,0,0
Colombia,2020-03-02,0,0
Colombia,2020-03-10,0,0
Colombia,2020-03-26,6,6
Colombia,2020-03-20,0,-6
Colombia,2020-03-13,0,0
Colombia,2020-03-25,4,4
Colombia,2020-03-14,0,-4
Colombia,2020-03-22,2,2
Colombia,2020-03-09,0,-2
Colombia,2020-03-08,0,0
Colombia,2020-03-24,3,3
Colombia,2020-03-01,0,-3
Colombia,2020-03-11,0,0
Colombia,2020-03-05,0,0
Colombia,2020-03-23,3,3
Colombia,2020-03-21,0,-3
Colombia,2020-03-06,0,0
Colombia,2020-03-17,0,0
Colombia,2020-03-19,0,0
Colombia,2020-03-16,0,0
Colombia,2020-03-27,6,6
Colombia,2020-03-07,0,-6
Colombia,2020-03-04,0,0
Congo (Brazzaville),2020-03-02,0,0
Congo (Brazzaville),2020-03-21,0,0
Congo (Brazzaville),2020-03-04,0,0
Congo (Brazzaville),2020-03-06,0,0
Congo (Brazzaville),2020-03-15,0,0
Congo (Brazzaville),2020-03-12,0,0
Congo (Brazzaville),2020-03-16,0,0
Congo (Brazzaville),2020-03-17,0,0
Congo (Brazzaville),2020-03-20,0,0
Congo (Brazzaville),2020-03-01,0,0
Congo (Brazzaville),2020-03-05,0,0
Congo (Brazzaville),2020-03-26,0,0
Congo (Brazzaville),2020-03-19,0,0
Congo (Brazzaville),2020-03-24,0,0
Congo (Brazzaville),2020-03-11,0,0
Congo (Brazzaville),2020-03-13,0,0
Congo (Brazzaville),2020-03-27,0,0
Congo (Brazzaville),2020-03-25,0,0
Congo (Brazzaville),2020-03-09,0,0
Congo (Brazzaville),2020-03-18,0,0
Congo (Brazzaville),2020-03-23,0,0
Congo (Brazzaville),2020-03-08,0,0
Congo (Brazzaville),2020-03-03,0,0
Congo (Brazzaville),2020-03-10,0,0
Congo (Brazzaville),2020-03-22,0,0
Congo (Brazzaville),2020-03-07,0,0
Congo (Brazzaville),2020-03-14,0,0
Congo (Kinshasa),2020-03-15,0,0
Congo (Kinshasa),2020-03-17,0,0
Congo (Kinshasa),2020-03-22,1,1
Congo (Kinshasa),2020-03-21,1,0
Congo (Kinshasa),2020-03-05,0,-1
Congo (Kinshasa),2020-03-12,0,0
Congo (Kinshasa),2020-03-26,3,3
Congo (Kinshasa),2020-03-16,0,-3
Congo (Kinshasa),2020-03-24,2,2
Congo (Kinshasa),2020-03-04,0,-2
Congo (Kinshasa),2020-03-10,0,0
Congo (Kinshasa),2020-03-06,0,0
Congo (Kinshasa),2020-03-01,0,0
Congo (Kinshasa),2020-03-19,0,0
Congo (Kinshasa),2020-03-25,2,2
Congo (Kinshasa),2020-03-11,0,-2
Congo (Kinshasa),2020-03-27,3,3
Congo (Kinshasa),2020-03-23,1,-2
Congo (Kinshasa),2020-03-14,0,-1
Congo (Kinshasa),2020-03-20,0,0
Congo (Kinshasa),2020-03-03,0,0
Congo (Kinshasa),2020-03-07,0,0
Congo (Kinshasa),2020-03-13,0,0
Congo (Kinshasa),2020-03-08,0,0
Congo (Kinshasa),2020-03-02,0,0
Congo (Kinshasa),2020-03-09,0,0
Congo (Kinshasa),2020-03-18,0,0
Costa Rica,2020-03-20,1,0
Costa Rica,2020-03-27,2,1
Costa Rica,2020-03-11,0,-2
Costa Rica,2020-03-10,0,0
Costa Rica,2020-03-07,0,0
Costa Rica,2020-03-21,2,2
Costa Rica,2020-03-26,2,0
Costa Rica,2020-03-16,0,-2
Costa Rica,2020-03-04,0,0
Costa Rica,2020-03-24,2,2
Costa Rica,2020-03-06,0,-2
Costa Rica,2020-03-19,1,1
Costa Rica,2020-03-01,0,-1
Costa Rica,2020-03-09,0,0
Costa Rica,2020-03-23,2,2
Costa Rica,2020-03-18,0,-2
Costa Rica,2020-03-05,0,0
Costa Rica,2020-03-14,0,0
Costa Rica,2020-03-03,0,0
Costa Rica,2020-03-13,0,0
Costa Rica,2020-03-08,0,0
Costa Rica,2020-03-12,0,0
Costa Rica,2020-03-02,0,0
Costa Rica,2020-03-17,0,0
Costa Rica,2020-03-15,0,0
Costa Rica,2020-03-22,2,2
Costa Rica,2020-03-25,2,0
Cote d'Ivoire,2020-03-07,0,0
Cote d'Ivoire,2020-03-20,0,0
Cote d'Ivoire,2020-03-08,0,0
Cote d'Ivoire,2020-03-15,0,0
Cote d'Ivoire,2020-03-13,0,0
Cote d'Ivoire,2020-03-01,0,0
Cote d'Ivoire,2020-03-27,0,0
Cote d'Ivoire,2020-03-10,0,0
Cote d'Ivoire,2020-03-18,0,0
Cote d'Ivoire,2020-03-24,0,0
Cote d'Ivoire,2020-03-05,0,0
Cote d'Ivoire,2020-03-12,0,0
Cote d'Ivoire,2020-03-21,0,0
Cote d'Ivoire,2020-03-03,0,0
Cote d'Ivoire,2020-03-23,0,0
Cote d'Ivoire,2020-03-16,0,0
Cote d'Ivoire,2020-03-26,0,0
Cote d'Ivoire,2020-03-06,0,0
Cote d'Ivoire,2020-03-14,0,0
Cote d'Ivoire,2020-03-09,0,0
Cote d'Ivoire,2020-03-04,0,0
Cote d'Ivoire,2020-03-19,0,0
Cote d'Ivoire,2020-03-17,0,0
Cote d'Ivoire,2020-03-25,0,0
Cote d'Ivoire,2020-03-02,0,0
Cote d'Ivoire,2020-03-22,0,0
Cote d'Ivoire,2020-03-11,0,0
Croatia,2020-03-15,0,0
Croatia,2020-03-11,0,0
Croatia,2020-03-24,1,1
Croatia,2020-03-05,0,-1
Croatia,2020-03-03,0,0
Croatia,2020-03-22,1,1
Croatia,2020-03-12,0,-1
Croatia,2020-03-20,1,1
Croatia,2020-03-21,1,0
Croatia,2020-03-10,0,-1
Croatia,2020-03-07,0,0
Croatia,2020-03-02,0,0
Croatia,2020-03-23,1,1
Croatia,2020-03-13,0,-1
Croatia,2020-03-09,0,0
Croatia,2020-03-17,0,0
Croatia,2020-03-14,0,0
Croatia,2020-03-01,0,0
Croatia,2020-03-08,0,0
Croatia,2020-03-04,0,0
Croatia,2020-03-19,1,1
Croatia,2020-03-06,0,-1
Croatia,2020-03-25,1,1
Croatia,2020-03-26,3,2
Croatia,2020-03-18,0,-3
Croatia,2020-03-16,0,0
Croatia,2020-03-27,3,3
Cuba,2020-03-01,0,0
Cuba,2020-03-14,0,0
Cuba,2020-03-21,1,1
Cuba,2020-03-08,0,-1
Cuba,2020-03-18,1,1
Cuba,2020-03-12,0,-1
Cuba,2020-03-23,1,1
Cuba,2020-03-06,0,-1
Cuba,2020-03-19,1,1
Cuba,2020-03-03,0,-1
Cuba,2020-03-16,0,0
Cuba,2020-03-09,0,0
Cuba,2020-03-25,1,1
Cuba,2020-03-04,0,-1
Cuba,2020-03-17,0,0
Cuba,2020-03-13,0,0
Cuba,2020-03-05,0,0
Cuba,2020-03-02,0,0
Cuba,2020-03-24,1,1
Cuba,2020-03-22,1,0
Cuba,2020-03-10,0,-1
Cuba,2020-03-26,2,2
Cuba,2020-03-07,0,-2
Cuba,2020-03-11,0,0
Cuba,2020-03-20,1,1
Cuba,2020-03-27,2,1
Cuba,2020-03-15,0,-2
Cyprus,2020-03-11,0,0
Cyprus,2020-03-25,3,3
Cyprus,2020-03-16,0,-3
Cyprus,2020-03-14,0,0
Cyprus,2020-03-03,0,0
Cyprus,2020-03-07,0,0
Cyprus,2020-03-19,0,0
Cyprus,2020-03-23,1,1
Cyprus,2020-03-06,0,-1
Cyprus,2020-03-08,0,0
Cyprus,2020-03-18,0,0
Cyprus,2020-03-01,0,0
Cyprus,2020-03-20,0,0
Cyprus,2020-03-09,0,0
Cyprus,2020-03-21,0,0
Cyprus,2020-03-05,0,0
Cyprus,2020-03-22,1,1
Cyprus,2020-03-15,0,-1
Cyprus,2020-03-24,3,3
Cyprus,2020-03-17,0,-3
Cyprus,2020-03-02,0,0
Cyprus,2020-03-04,0,0
Cyprus,2020-03-27,5,5
Cyprus,2020-03-12,0,-5
Cyprus,2020-03-13,0,0
Cyprus,2020-03-10,0,0
Cyprus,2020-03-26,3,3
Czechia,2020-03-03,0,0
Czechia,2020-03-24,3,3
Czechia,2020-03-12,0,-3
Czechia,2020-03-23,1,1
Czechia,2020-03-16,0,-1
Czechia,2020-03-18,0,0
Czechia,2020-03-10,0,0
Czechia,2020-03-21,0,0
Czechia,2020-03-05,0,0
Czechia,2020-03-14,0,0
Czechia,2020-03-06,0,0
Czechia,2020-03-17,0,0
Czechia,2020-03-02,0,0
Czechia,2020-03-15,0,0
Czechia,2020-03-26,9,9
Czechia,2020-03-11,0,-9
Czechia,2020-03-13,0,0
Czechia,2020-03-04,0,0
Czechia,2020-03-25,6,6
Czechia,2020-03-27,9,3
Czechia,2020-03-07,0,-9
Czechia,2020-03-09,0,0
Czechia,2020-03-20,0,0
Czechia,2020-03-01,0,0
Czechia,2020-03-08,0,0
Czechia,2020-03-19,0,0
Czechia,2020-03-22,1,1
Denmark,2020-03-10,0,0
Denmark,2020-03-18,4,4
Denmark,2020-03-11,0,-4
Denmark,2020-03-15,2,2
Denmark,2020-03-13,0,-2
Denmark,2020-03-12,0,0
Denmark,2020-03-16,3,3
Denmark,2020-03-09,0,-3
Denmark,2020-03-20,9,9
Denmark,2020-03-14,1,-8
Denmark,2020-03-19,6,5
Denmark,2020-03-17,4,-2
Denmark,2020-03-08,0,-4
Denmark,2020-03-21,13,13
Denmark,2020-03-22,13,0
Denmark,2020-03-05,0,-13
Denmark,2020-03-24,32,32
Denmark,2020-03-23,24,-8
Denmark,2020-03-06,0,-24
Denmark,2020-03-04,0,0
Denmark,2020-03-01,0,0
Denmark,2020-03-25,34,34
Denmark,2020-03-02,0,-34
Denmark,2020-03-27,52,52
Denmark,2020-03-26,41,-11
Denmark,2020-03-03,0,-41
Denmark,2020-03-07,0,0
Diamond Princess,2020-03-26,10,0
Diamond Princess,2020-03-24,10,0
Diamond Princess,2020-03-03,6,-4
Diamond Princess,2020-03-05,6,0
Diamond Princess,2020-03-14,7,1
Diamond Princess,2020-03-01,6,-1
Diamond Princess,2020-03-10,6,0
Diamond Princess,2020-03-22,8,2
Diamond Princess,2020-03-11,7,-1
Diamond Princess,2020-03-13,7,0
Diamond Princess,2020-03-23,8,1
Diamond Princess,2020-03-06,6,-2
Diamond Princess,2020-03-19,7,1
Diamond Princess,2020-03-09,6,-1
Diamond Princess,2020-03-15,7,1
Diamond Princess,2020-03-02,6,-1
Diamond Princess,2020-03-27,10,4
Diamond Princess,2020-03-20,7,-3
Diamond Princess,2020-03-07,6,-1
Diamond Princess,2020-03-08,6,0
Diamond Princess,2020-03-16,7,1
Diamond Princess,2020-03-21,8,1
Diamond Princess,2020-03-18,7,-1
Diamond Princess,2020-03-17,7,0
Diamond Princess,2020-03-04,6,-1
Diamond Princess,2020-03-25,10,4
Diamond Princess,2020-03-12,7,-3
Djibouti,2020-03-05,0,0
Djibouti,2020-03-08,0,0
Djibouti,2020-03-25,0,0
Djibouti,2020-03-18,0,0
Djibouti,2020-03-10,0,0
Djibouti,2020-03-02,0,0
Djibouti,2020-03-23,0,0
Djibouti,2020-03-06,0,0
Djibouti,2020-03-19,0,0
Djibouti,2020-03-15,0,0
Djibouti,2020-03-09,0,0
Djibouti,2020-03-12,0,0
Djibouti,2020-03-27,0,0
Djibouti,2020-03-20,0,0
Djibouti,2020-03-07,0,0
Djibouti,2020-03-21,0,0
Djibouti,2020-03-22,0,0
Djibouti,2020-03-04,0,0
Djibouti,2020-03-24,0,0
Djibouti,2020-03-13,0,0
Djibouti,2020-03-17,0,0
Djibouti,2020-03-16,0,0
Djibouti,2020-03-26,0,0
Djibouti,2020-03-03,0,0
Djibouti,2020-03-11,0,0
Djibouti,2020-03-01,0,0
Djibouti,2020-03-14,0,0
Dominica,2020-03-02,0,0
Dominica,2020-03-13,0,0
Dominica,2020-03-01,0,0
Dominica,2020-03-23,0,0
Dominica,2020-03-06,0,0
Dominica,2020-03-03,0,0
Dominica,2020-03-19,0,0
Dominica,2020-03-26,0,0
Dominica,2020-03-25,0,0
Dominica,2020-03-09,0,0
Dominica,2020-03-12,0,0
Dominica,2020-03-11,0,0
Dominica,2020-03-27,0,0
Dominica,2020-03-20,0,0
Dominica,2020-03-22,0,0
Dominica,2020-03-07,0,0
Dominica,2020-03-21,0,0
Dominica,2020-03-15,0,0
Dominica,2020-03-10,0,0
Dominica,2020-03-16,0,0
Dominica,2020-03-24,0,0
Dominica,2020-03-08,0,0
Dominica,2020-03-05,0,0
Dominica,2020-03-14,0,0
Dominica,2020-03-04,0,0
Dominica,2020-03-17,0,0
Dominica,2020-03-18,0,0
Dominican Republic,2020-03-20,2,0
Dominican Republic,2020-03-23,3,1
Dominican Republic,2020-03-24,6,3
Dominican Republic,2020-03-13,0,-6
Dominican Republic,2020-03-11,0,0
Dominican Republic,2020-03-12,0,0
Dominican Republic,2020-03-03,0,0
Dominican Republic,2020-03-08,0,0
Dominican Republic,2020-03-05,0,0
Dominican Republic,2020-03-19,2,2
Dominican Republic,2020-03-27,20,18
Dominican Republic,2020-03-21,2,-18
Dominican Republic,2020-03-26,10,8
Dominican Republic,2020-03-15,0,-10
Dominican Republic,2020-03-09,0,0
Dominican Republic,2020-03-07,0,0
Dominican Republic,2020-03-10,0,0
Dominican Republic,2020-03-06,0,0
Dominican Republic,2020-03-17,1,1
Dominican Republic,2020-03-02,0,-1
Dominican Republic,2020-03-14,0,0
Dominican Republic,2020-03-04,0,0
Dominican Republic,2020-03-25,10,10
Dominican Republic,2020-03-16,0,-10
Dominican Republic,2020-03-18,1,1
Dominican Republic,2020-03-22,3,2
Dominican Republic,2020-03-01,0,-3
Ecuador,2020-03-04,0,0
Ecuador,2020-03-18,2,2
Ecuador,2020-03-21,7,5
Ecuador,2020-03-20,5,-2
Ecuador,2020-03-24,27,22
Ecuador,2020-03-11,0,-27
Ecuador,2020-03-27,36,36
Ecuador,2020-03-22,14,-22
Ecuador,2020-03-07,0,-14
Ecuador,2020-03-26,34,34
Ecuador,2020-03-16,2,-32
Ecuador,2020-03-03,0,-2
Ecuador,2020-03-09,0,0
Ecuador,2020-03-19,3,3
Ecuador,2020-03-01,0,-3
Ecuador,2020-03-15,2,2
Ecuador,2020-03-05,0,-2
Ecuador,2020-03-14,2,2
Ecuador,2020-03-02,0,-2
Ecuador,2020-03-13,0,0
Ecuador,2020-03-06,0,0
Ecuador,2020-03-12,0,0
Ecuador,2020-03-17,2,2
Ecuador,2020-03-25,28,26
Ecuador,2020-03-08,0,-28
Ecuador,2020-03-23,18,18
Ecuador,2020-03-10,0,-18
Egypt,2020-03-24,20,0
Egypt,2020-03-10,1,-19
Egypt,2020-03-11,1,0
Egypt,2020-03-02,0,-1
Egypt,2020-03-18,6,6
Egypt,2020-03-26,24,18
Egypt,2020-03-22,14,-10
Egypt,2020-03-04,0,-14
Egypt,2020-03-05,0,0
Egypt,2020-03-09,1,1
Egypt,2020-03-13,2,1
Egypt,2020-03-23,19,17
Egypt,2020-03-25,21,2
Egypt,2020-03-12,1,-20
Egypt,2020-03-06,0,-1
Egypt,2020-03-19,6,6
Egypt,2020-03-16,2,-4
Egypt,2020-03-15,2,0
Egypt,2020-03-27,30,28
Egypt,2020-03-17,4,-26
Egypt,2020-03-03,0,-4
Egypt,2020-03-21,10,10
Egypt,2020-03-08,1,-9
Egypt,2020-03-14,2,1
Egypt,2020-03-07,0,-2
Egypt,2020-03-20,8,8
Egypt,2020-03-01,0,-8
El Salvador,2020-03-26,0,0
El Salvador,2020-03-04,0,0
El Salvador,2020-03-21,0,0
El Salvador,2020-03-18,0,0
El Salvador,2020-03-19,0,0
El Salvador,2020-03-24,0,0
El Salvador,2020-03-09,0,0
El Salvador,2020-03-17,0,0
El Salvador,2020-03-27,0,0
El Salvador,2020-03-10,0,0
El Salvador,2020-03-20,0,0
El Salvador,2020-03-25,0,0
El Salvador,2020-03-05,0,0
El Salvador,2020-03-08,0,0
El Salvador,2020-03-12,0,0
El Salvador,2020-03-06,0,0
El Salvador,2020-03-03,0,0
El Salvador,2020-03-23,0,0
El Salvador,2020-03-14,0,0
El Salvador,2020-03-01,0,0
El Salvador,2020-03-16,0,0
El Salvador,2020-03-13,0,0
El Salvador,2020-03-07,0,0
El Salvador,2020-03-22,0,0
El Salvador,2020-03-11,0,0
El Salvador,2020-03-02,0,0
El Salvador,2020-03-15,0,0
Equatorial Guinea,2020-03-05,0,0
Equatorial Guinea,2020-03-27,0,0
Equatorial Guinea,2020-03-22,0,0
Equatorial Guinea,2020-03-09,0,0
Equatorial Guinea,2020-03-25,0,0
Equatorial Guinea,2020-03-10,0,0
Equatorial Guinea,2020-03-14,0,0
Equatorial Guinea,2020-03-16,0,0
Equatorial Guinea,2020-03-08,0,0
Equatorial Guinea,2020-03-23,0,0
Equatorial Guinea,2020-03-03,0,0
Equatorial Guinea,2020-03-07,0,0
Equatorial Guinea,2020-03-20,0,0
Equatorial Guinea,2020-03-15,0,0
Equatorial Guinea,2020-03-06,0,0
Equatorial Guinea,2020-03-02,0,0
Equatorial Guinea,2020-03-19,0,0
Equatorial Guinea,2020-03-18,0,0
Equatorial Guinea,2020-03-17,0,0
Equatorial Guinea,2020-03-11,0,0
Equatorial Guinea,2020-03-12,0,0
Equatorial Guinea,2020-03-04,0,0
Equatorial Guinea,2020-03-26,0,0
Equatorial Guinea,2020-03-21,0,0
Equatorial Guinea,2020-03-01,0,0
Equatorial Guinea,2020-03-24,0,0
Equatorial Guinea,2020-03-13,0,0
Eritrea,2020-03-25,0,0
Eritrea,2020-03-02,0,0
Eritrea,2020-03-09,0,0
Eritrea,2020-03-08,0,0
Eritrea,2020-03-18,0,0
Eritrea,2020-03-06,0,0
Eritrea,2020-03-15,0,0
Eritrea,2020-03-14,0,0
Eritrea,2020-03-01,0,0
Eritrea,2020-03-19,0,0
Eritrea,2020-03-12,0,0
Eritrea,2020-03-16,0,0
Eritrea,2020-03-17,0,0
Eritrea,2020-03-04,0,0
Eritrea,2020-03-24,0,0
Eritrea,2020-03-05,0,0
Eritrea,2020-03-11,0,0
Eritrea,2020-03-13,0,0
Eritrea,2020-03-23,0,0
Eritrea,2020-03-22,0,0
Eritrea,2020-03-27,0,0
Eritrea,2020-03-07,0,0
Eritrea,2020-03-26,0,0
Eritrea,2020-03-20,0,0
Eritrea,2020-03-03,0,0
Eritrea,2020-03-10,0,0
Eritrea,2020-03-21,0,0
Estonia,2020-03-16,0,0
Estonia,2020-03-18,0,0
Estonia,2020-03-14,0,0
Estonia,2020-03-26,1,1
Estonia,2020-03-12,0,-1
Estonia,2020-03-11,0,0
Estonia,2020-03-17,0,0
Estonia,2020-03-13,0,0
Estonia,2020-03-02,0,0
Estonia,2020-03-15,0,0
Estonia,2020-03-03,0,0
Estonia,2020-03-19,0,0
Estonia,2020-03-22,0,0
Estonia,2020-03-01,0,0
Estonia,2020-03-23,0,0
Estonia,2020-03-05,0,0
Estonia,2020-03-21,0,0
Estonia,2020-03-09,0,0
Estonia,2020-03-04,0,0
Estonia,2020-03-27,1,1
Estonia,2020-03-10,0,-1
Estonia,2020-03-20,0,0
Estonia,2020-03-24,0,0
Estonia,2020-03-25,1,1
Estonia,2020-03-08,0,-1
Estonia,2020-03-07,0,0
Estonia,2020-03-06,0,0
Eswatini,2020-03-26,0,0
Eswatini,2020-03-16,0,0
Eswatini,2020-03-01,0,0
Eswatini,2020-03-25,0,0
Eswatini,2020-03-10,0,0
Eswatini,2020-03-19,0,0
Eswatini,2020-03-04,0,0
Eswatini,2020-03-13,0,0
Eswatini,2020-03-05,0,0
Eswatini,2020-03-02,0,0
Eswatini,2020-03-23,0,0
Eswatini,2020-03-14,0,0
Eswatini,2020-03-07,0,0
Eswatini,2020-03-12,0,0
Eswatini,2020-03-27,0,0
Eswatini,2020-03-18,0,0
Eswatini,2020-03-24,0,0
Eswatini,2020-03-06,0,0
Eswatini,2020-03-20,0,0
Eswatini,2020-03-11,0,0
Eswatini,2020-03-08,0,0
Eswatini,2020-03-15,0,0
Eswatini,2020-03-09,0,0
Eswatini,2020-03-22,0,0
Eswatini,2020-03-03,0,0
Eswatini,2020-03-17,0,0
Eswatini,2020-03-21,0,0
Ethiopia,2020-03-08,0,0
Ethiopia,2020-03-06,0,0
Ethiopia,2020-03-10,0,0
Ethiopia,2020-03-01,0,0
Ethiopia,2020-03-21,0,0
Ethiopia,2020-03-07,0,0
Ethiopia,2020-03-20,0,0
Ethiopia,2020-03-14,0,0
Ethiopia,2020-03-25,0,0
Ethiopia,2020-03-27,0,0
Ethiopia,2020-03-05,0,0
Ethiopia,2020-03-24,0,0
Ethiopia,2020-03-26,0,0
Ethiopia,2020-03-11,0,0
Ethiopia,2020-03-13,0,0
Ethiopia,2020-03-03,0,0
Ethiopia,2020-03-22,0,0
Ethiopia,2020-03-23,0,0
Ethiopia,2020-03-09,0,0
Ethiopia,2020-03-17,0,0
Ethiopia,2020-03-19,0,0
Ethiopia,2020-03-15,0,0
Ethiopia,2020-03-16,0,0
Ethiopia,2020-03-18,0,0
Ethiopia,2020-03-02,0,0
Ethiopia,2020-03-12,0,0
Ethiopia,2020-03-04,0,0
Fiji,2020-03-19,0,0
Fiji,2020-03-23,0,0
Fiji,2020-03-12,0,0
Fiji,2020-03-26,0,0
Fiji,2020-03-09,0,0
Fiji,2020-03-18,0,0
Fiji,2020-03-27,0,0
Fiji,2020-03-24,0,0
Fiji,2020-03-11,0,0
Fiji,2020-03-17,0,0
Fiji,2020-03-03,0,0
Fiji,2020-03-13,0,0
Fiji,2020-03-02,0,0
Fiji,2020-03-14,0,0
Fiji,2020-03-22,0,0
Fiji,2020-03-05,0,0
Fiji,2020-03-04,0,0
Fiji,2020-03-15,0,0
Fiji,2020-03-21,0,0
Fiji,2020-03-25,0,0
Fiji,2020-03-16,0,0
Fiji,2020-03-07,0,0
Fiji,2020-03-06,0,0
Fiji,2020-03-10,0,0
Fiji,2020-03-20,0,0
Fiji,2020-03-01,0,0
Fiji,2020-03-08,0,0
Finland,2020-03-11,0,0
Finland,2020-03-18,0,0
Finland,2020-03-03,0,0
Finland,2020-03-17,0,0
Finland,2020-03-26,5,5
Finland,2020-03-10,0,-5
Finland,2020-03-02,0,0
Finland,2020-03-14,0,0
Finland,2020-03-22,1,1
Finland,2020-03-25,3,2
Finland,2020-03-13,0,-3
Finland,2020-03-24,1,1
Finland,2020-03-16,0,-1
Finland,2020-03-04,0,0
Finland,2020-03-07,0,0
Finland,2020-03-23,1,1
Finland,2020-03-19,0,-1
Finland,2020-03-15,0,0
Finland,2020-03-06,0,0
Finland,2020-03-12,0,0
Finland,2020-03-20,0,0
Finland,2020-03-21,1,1
Finland,2020-03-27,7,6
Finland,2020-03-09,0,-7
Finland,2020-03-01,0,0
Finland,2020-03-05,0,0
Finland,2020-03-08,0,0
France,2020-03-17,149,0
France,2020-03-18,149,0
France,2020-03-16,149,0
France,2020-03-14,91,-58
France,2020-03-08,19,-72
France,2020-03-10,33,14
France,2020-03-11,48,15
France,2020-03-05,6,-42
France,2020-03-02,3,-3
France,2020-03-26,1698,1695
France,2020-03-07,11,-1687
France,2020-03-24,1102,1091
France,2020-03-13,79,-1023
France,2020-03-20,451,372
France,2020-03-04,4,-447
France,2020-03-27,1997,1993
France,2020-03-23,862,-1135
France,2020-03-21,563,-299
France,2020-03-01,2,-561
France,2020-03-09,19,17
France,2020-03-12,48,29
France,2020-03-25,1333,1285
France,2020-03-06,9,-1324
France,2020-03-19,244,235
France,2020-03-22,676,432
France,2020-03-15,91,-585
France,2020-03-03,4,-87
Gabon,2020-03-23,1,0
Gabon,2020-03-15,0,-1
Gabon,2020-03-19,0,0
Gabon,2020-03-08,0,0
Gabon,2020-03-01,0,0
Gabon,2020-03-25,1,1
Gabon,2020-03-09,0,-1
