country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
Nigeria,2020-03-21,22,-22.0,-22
North Macedonia,2020-03-21,85,0.0,0
North Macedonia,2020-03-20,67,-18.0,-18
North Macedonia,2020-03-19,48,-19.0,-19
North Macedonia,2020-03-06,3,-45.0,-45
North Macedonia,2020-03-08,3,0.0,0
North Macedonia,2020-03-07,3,0.0,0
North Macedonia,2020-03-27,219,216.0,216
North Macedonia,2020-03-25,177,-42.0,-42
North Macedonia,2020-03-16,18,-159.0,-159
North Macedonia,2020-03-10,7,-11.0,-11
North Macedonia,2020-03-03,1,-6.0,-6
North Macedonia,2020-03-05,1,0.0,0
North Macedonia,2020-03-01,1,0.0,0
North Macedonia,2020-03-14,14,13.0,13
North Macedonia,2020-03-04,1,-13.0,-13
North Macedonia,2020-03-15,14,13.0,13
North Macedonia,2020-03-23,136,122.0,122
North Macedonia,2020-03-22,115,-21.0,-21
North Macedonia,2020-03-11,7,-108.0,-108
North Macedonia,2020-03-13,14,7.0,7
North Macedonia,2020-03-24,148,134.0,134
North Macedonia,2020-03-17,26,-122.0,-122
North Macedonia,2020-03-09,3,-23.0,-23
North Macedonia,2020-03-02,1,-2.0,-2
North Macedonia,2020-03-12,7,6.0,6
North Macedonia,2020-03-18,35,28.0,28
North Macedonia,2020-03-26,201,166.0,166
Norway,2020-03-18,1550,0.0,0
Norway,2020-03-23,2621,1071.0,1071
Norway,2020-03-25,3084,463.0,463
Norway,2020-03-10,400,-2684.0,-2684
Norway,2020-03-12,702,302.0,302
Norway,2020-03-03,32,-670.0,-670
Norway,2020-03-13,996,964.0,964
Norway,2020-03-01,19,-977.0,-977
Norway,2020-03-21,2118,2099.0,2099
Norway,2020-03-04,56,-2062.0,-2062
Norway,2020-03-06,108,52.0,52
Norway,2020-03-11,598,490.0,490
Norway,2020-03-27,3755,3157.0,3157
Norway,2020-03-24,2863,-892.0,-892
Norway,2020-03-17,1463,-1400.0,-1400
Norway,2020-03-08,176,-1287.0,-1287
Norway,2020-03-16,1333,1157.0,1157
Norway,2020-03-05,87,-1246.0,-1246
Norway,2020-03-22,2385,2298.0,2298
Norway,2020-03-15,1221,-1164.0,-1164
Norway,2020-03-02,25,-1196.0,-1196
Norway,2020-03-20,1914,1889.0,1889
Norway,2020-03-09,205,-1709.0,-1709
Norway,2020-03-19,1746,1541.0,1541
Norway,2020-03-26,3369,1623.0,1623
Norway,2020-03-07,147,-3222.0,-3222
Norway,2020-03-14,1090,943.0,943
Oman,2020-03-27,131,0.0,0
Oman,2020-03-13,19,-112.0,-112
Oman,2020-03-02,6,-13.0,-13
Oman,2020-03-20,48,42.0,42
Oman,2020-03-19,48,0.0,0
Oman,2020-03-01,6,-42.0,-42
Oman,2020-03-11,18,12.0,12
Oman,2020-03-05,16,-2.0,-2
Oman,2020-03-03,12,-4.0,-4
Oman,2020-03-06,16,4.0,4
Oman,2020-03-04,15,-1.0,-1
Oman,2020-03-16,22,7.0,7
Oman,2020-03-15,22,0.0,0
Oman,2020-03-21,52,30.0,30
Oman,2020-03-18,39,-13.0,-13
Oman,2020-03-22,55,16.0,16
Oman,2020-03-12,18,-37.0,-37
Oman,2020-03-17,24,6.0,6
Oman,2020-03-25,99,75.0,75
Oman,2020-03-09,16,-83.0,-83
Oman,2020-03-14,19,3.0,3
Oman,2020-03-26,109,90.0,90
Oman,2020-03-07,16,-93.0,-93
Oman,2020-03-08,16,0.0,0
Oman,2020-03-24,84,68.0,68
Oman,2020-03-10,18,-66.0,-66
Oman,2020-03-23,66,48.0,48
Pakistan,2020-03-02,4,0.0,0
Pakistan,2020-03-09,6,2.0,2
Pakistan,2020-03-26,1201,1195.0,1195
Pakistan,2020-03-11,19,-1182.0,-1182
Pakistan,2020-03-22,776,757.0,757
Pakistan,2020-03-06,6,-770.0,-770
Pakistan,2020-03-24,972,966.0,966
Pakistan,2020-03-17,236,-736.0,-736
Pakistan,2020-03-27,1373,1137.0,1137
Pakistan,2020-03-05,5,-1368.0,-1368
Pakistan,2020-03-13,28,23.0,23
Pakistan,2020-03-14,31,3.0,3
Pakistan,2020-03-12,20,-11.0,-11
Pakistan,2020-03-25,1063,1043.0,1043
Pakistan,2020-03-18,299,-764.0,-764
Pakistan,2020-03-23,875,576.0,576
Pakistan,2020-03-07,6,-869.0,-869
Pakistan,2020-03-10,16,10.0,10
Pakistan,2020-03-16,136,120.0,120
Pakistan,2020-03-19,454,318.0,318
Pakistan,2020-03-01,4,-450.0,-450
Pakistan,2020-03-08,6,2.0,2
Pakistan,2020-03-21,730,724.0,724
Pakistan,2020-03-04,5,-725.0,-725
Pakistan,2020-03-15,53,48.0,48
Pakistan,2020-03-03,5,-48.0,-48
Pakistan,2020-03-20,501,496.0,496
Panama,2020-03-11,8,0.0,0
Panama,2020-03-03,0,-8.0,-8
Panama,2020-03-24,345,345.0,345
Panama,2020-03-16,55,-290.0,-290
Panama,2020-03-25,443,388.0,388
Panama,2020-03-02,0,-443.0,-443
Panama,2020-03-20,137,137.0,137
Panama,2020-03-26,558,421.0,421
Panama,2020-03-15,43,-515.0,-515
Panama,2020-03-12,11,-32.0,-32
Panama,2020-03-13,27,16.0,16
Panama,2020-03-21,200,173.0,173
Panama,2020-03-19,109,-91.0,-91
Panama,2020-03-06,0,-109.0,-109
Panama,2020-03-18,86,86.0,86
Panama,2020-03-17,69,-17.0,-17
Panama,2020-03-23,345,276.0,276
Panama,2020-03-07,0,-345.0,-345
Panama,2020-03-10,1,1.0,1
Panama,2020-03-05,0,-1.0,-1
Panama,2020-03-14,36,36.0,36
Panama,2020-03-08,0,-36.0,-36
Panama,2020-03-27,674,674.0,674
Panama,2020-03-04,0,-674.0,-674
Panama,2020-03-01,0,0.0,0
Panama,2020-03-09,0,0.0,0
Panama,2020-03-22,313,313.0,313
Papua New Guinea,2020-03-10,0,0.0,0
Papua New Guinea,2020-03-04,0,0.0,0
Papua New Guinea,2020-03-23,1,1.0,1
Papua New Guinea,2020-03-14,0,-1.0,-1
Papua New Guinea,2020-03-08,0,0.0,0
Papua New Guinea,2020-03-05,0,0.0,0
Papua New Guinea,2020-03-01,0,0.0,0
Papua New Guinea,2020-03-12,0,0.0,0
Papua New Guinea,2020-03-25,1,1.0,1
Papua New Guinea,2020-03-07,0,-1.0,-1
Papua New Guinea,2020-03-27,1,1.0,1
Papua New Guinea,2020-03-19,0,-1.0,-1
Papua New Guinea,2020-03-22,1,1.0,1
Papua New Guinea,2020-03-20,1,0.0,0
Papua New Guinea,2020-03-15,0,-1.0,-1
Papua New Guinea,2020-03-02,0,0.0,0
Papua New Guinea,2020-03-09,0,0.0,0
Papua New Guinea,2020-03-18,0,0.0,0
Papua New Guinea,2020-03-03,0,0.0,0
Papua New Guinea,2020-03-16,0,0.0,0
Papua New Guinea,2020-03-17,0,0.0,0
Papua New Guinea,2020-03-26,1,1.0,1
Papua New Guinea,2020-03-11,0,-1.0,-1
Papua New Guinea,2020-03-06,0,0.0,0
Papua New Guinea,2020-03-21,1,1.0,1
Papua New Guinea,2020-03-13,0,-1.0,-1
Papua New Guinea,2020-03-24,1,1.0,1
Paraguay,2020-03-22,22,0.0,0
Paraguay,2020-03-21,18,-4.0,-4
Paraguay,2020-03-03,0,-18.0,-18
Paraguay,2020-03-20,13,13.0,13
Paraguay,2020-03-24,27,14.0,14
Paraguay,2020-03-06,0,-27.0,-27
Paraguay,2020-03-19,11,11.0,11
Paraguay,2020-03-11,5,-6.0,-6
Paraguay,2020-03-18,11,6.0,6
Paraguay,2020-03-07,0,-11.0,-11
Paraguay,2020-03-25,37,37.0,37
Paraguay,2020-03-12,5,-32.0,-32
Paraguay,2020-03-05,0,-5.0,-5
Paraguay,2020-03-10,1,1.0,1
Paraguay,2020-03-01,0,-1.0,-1
Paraguay,2020-03-13,6,6.0,6
Paraguay,2020-03-04,0,-6.0,-6
Paraguay,2020-03-08,1,1.0,1
Paraguay,2020-03-26,41,40.0,40
Paraguay,2020-03-09,1,-40.0,-40
Paraguay,2020-03-17,9,8.0,8
Paraguay,2020-03-23,22,13.0,13
Paraguay,2020-03-27,52,30.0,30
Paraguay,2020-03-16,8,-44.0,-44
Paraguay,2020-03-02,0,-8.0,-8
Paraguay,2020-03-15,6,6.0,6
Paraguay,2020-03-14,6,0.0,0
Peru,2020-03-26,580,0.0,0
Peru,2020-03-20,234,-346.0,-346
Peru,2020-03-08,6,-228.0,-228
Peru,2020-03-21,318,312.0,312
Peru,2020-03-02,0,-318.0,-318
Peru,2020-03-07,1,1.0,1
Peru,2020-03-09,7,6.0,6
Peru,2020-03-03,0,-7.0,-7
Peru,2020-03-01,0,0.0,0
Peru,2020-03-04,0,0.0,0
Peru,2020-03-14,38,38.0,38
Peru,2020-03-23,395,357.0,357
Peru,2020-03-27,635,240.0,240
Peru,2020-03-16,86,-549.0,-549
Peru,2020-03-13,28,-58.0,-58
Peru,2020-03-10,11,-17.0,-17
Peru,2020-03-19,234,223.0,223
Peru,2020-03-24,416,182.0,182
Peru,2020-03-17,117,-299.0,-299
Peru,2020-03-18,145,28.0,28
Peru,2020-03-12,15,-130.0,-130
Peru,2020-03-05,0,-15.0,-15
Peru,2020-03-22,363,363.0,363
Peru,2020-03-06,1,-362.0,-362
Peru,2020-03-25,480,479.0,479
Peru,2020-03-11,11,-469.0,-469
Peru,2020-03-15,43,32.0,32
Philippines,2020-03-13,64,0.0,0
Philippines,2020-03-26,707,643.0,643
Philippines,2020-03-01,3,-704.0,-704
Philippines,2020-03-14,111,108.0,108
Philippines,2020-03-24,552,441.0,441
Philippines,2020-03-07,6,-546.0,-546
Philippines,2020-03-21,307,301.0,301
Philippines,2020-03-23,462,155.0,155
Philippines,2020-03-04,3,-459.0,-459
Philippines,2020-03-10,33,30.0,30
Philippines,2020-03-18,202,169.0,169
Philippines,2020-03-06,5,-197.0,-197
Philippines,2020-03-05,3,-2.0,-2
Philippines,2020-03-03,3,0.0,0
Philippines,2020-03-27,803,800.0,800
Philippines,2020-03-11,49,-754.0,-754
Philippines,2020-03-08,10,-39.0,-39
Philippines,2020-03-12,52,42.0,42
Philippines,2020-03-25,636,584.0,584
Philippines,2020-03-22,380,-256.0,-256
Philippines,2020-03-15,140,-240.0,-240
Philippines,2020-03-19,217,77.0,77
Philippines,2020-03-20,230,13.0,13
Philippines,2020-03-17,187,-43.0,-43
Philippines,2020-03-09,20,-167.0,-167
Philippines,2020-03-02,3,-17.0,-17
Philippines,2020-03-16,142,139.0,139
Poland,2020-03-17,238,0.0,0
Poland,2020-03-04,1,-237.0,-237
Poland,2020-03-15,119,118.0,118
Poland,2020-03-18,251,132.0,132
Poland,2020-03-23,749,498.0,498
Poland,2020-03-10,22,-727.0,-727
Poland,2020-03-05,1,-21.0,-21
Poland,2020-03-22,634,633.0,633
Poland,2020-03-19,355,-279.0,-279
Poland,2020-03-09,16,-339.0,-339
Poland,2020-03-14,103,87.0,87
Poland,2020-03-06,5,-98.0,-98
Poland,2020-03-07,5,0.0,0
Poland,2020-03-27,1389,1384.0,1384
Poland,2020-03-01,0,-1389.0,-1389
Poland,2020-03-12,49,49.0,49
Poland,2020-03-13,68,19.0,19
Poland,2020-03-25,1051,983.0,983
Poland,2020-03-24,901,-150.0,-150
Poland,2020-03-03,0,-901.0,-901
Poland,2020-03-11,31,31.0,31
Poland,2020-03-08,11,-20.0,-20
Poland,2020-03-26,1221,1210.0,1210
Poland,2020-03-20,425,-796.0,-796
Poland,2020-03-21,536,111.0,111
Poland,2020-03-02,0,-536.0,-536
Poland,2020-03-16,177,177.0,177
Portugal,2020-03-02,2,0.0,0
Portugal,2020-03-22,1600,1598.0,1598
Portugal,2020-03-25,2995,1395.0,1395
Portugal,2020-03-01,0,-2995.0,-2995
Portugal,2020-03-03,2,2.0,2
Portugal,2020-03-27,4268,4266.0,4266
Portugal,2020-03-24,2362,-1906.0,-1906
Portugal,2020-03-23,2060,-302.0,-302
Portugal,2020-03-04,5,-2055.0,-2055
Portugal,2020-03-26,3544,3539.0,3539
Portugal,2020-03-06,13,-3531.0,-3531
Portugal,2020-03-05,8,-5.0,-5
Portugal,2020-03-21,1280,1272.0,1272
Portugal,2020-03-07,20,-1260.0,-1260
Portugal,2020-03-14,169,149.0,149
Portugal,2020-03-18,448,279.0,279
Portugal,2020-03-13,112,-336.0,-336
Portugal,2020-03-10,41,-71.0,-71
Portugal,2020-03-15,245,204.0,204
Portugal,2020-03-20,1020,775.0,775
Portugal,2020-03-09,30,-990.0,-990
Portugal,2020-03-08,30,0.0,0
Portugal,2020-03-11,59,29.0,29
Portugal,2020-03-19,785,726.0,726
Portugal,2020-03-17,448,-337.0,-337
Portugal,2020-03-16,331,-117.0,-117
Portugal,2020-03-12,59,-272.0,-272
Qatar,2020-03-19,460,0.0,0
Qatar,2020-03-17,439,-21.0,-21
Qatar,2020-03-01,3,-436.0,-436
Qatar,2020-03-12,262,259.0,259
Qatar,2020-03-16,439,177.0,177
Qatar,2020-03-24,526,87.0,87
Qatar,2020-03-25,537,11.0,11
Qatar,2020-03-11,262,-275.0,-275
Qatar,2020-03-14,337,75.0,75
Qatar,2020-03-09,18,-319.0,-319
Qatar,2020-03-27,562,544.0,544
Qatar,2020-03-05,8,-554.0,-554
Qatar,2020-03-15,401,393.0,393
Qatar,2020-03-21,481,80.0,80
Qatar,2020-03-13,320,-161.0,-161
Qatar,2020-03-10,24,-296.0,-296
Qatar,2020-03-04,8,-16.0,-16
Qatar,2020-03-26,549,541.0,541
Qatar,2020-03-07,8,-541.0,-541
Qatar,2020-03-08,15,7.0,7
Qatar,2020-03-23,501,486.0,486
Qatar,2020-03-20,470,-31.0,-31
Qatar,2020-03-06,8,-462.0,-462
Qatar,2020-03-22,494,486.0,486
Qatar,2020-03-02,3,-491.0,-491
Qatar,2020-03-18,452,449.0,449
Qatar,2020-03-03,7,-445.0,-445
Romania,2020-03-21,367,0.0,0
Romania,2020-03-08,15,-352.0,-352
Romania,2020-03-12,49,34.0,34
Romania,2020-03-23,576,527.0,527
Romania,2020-03-27,1292,716.0,716
Romania,2020-03-19,277,-1015.0,-1015
Romania,2020-03-04,4,-273.0,-273
Romania,2020-03-25,906,902.0,902
Romania,2020-03-18,260,-646.0,-646
Romania,2020-03-01,3,-257.0,-257
Romania,2020-03-20,308,305.0,305
Romania,2020-03-02,3,-305.0,-305
Romania,2020-03-10,25,22.0,22
Romania,2020-03-05,6,-19.0,-19
Romania,2020-03-17,184,178.0,178
Romania,2020-03-03,3,-181.0,-181
Romania,2020-03-13,89,86.0,86
Romania,2020-03-09,15,-74.0,-74
Romania,2020-03-14,123,108.0,108
Romania,2020-03-26,1029,906.0,906
Romania,2020-03-15,131,-898.0,-898
Romania,2020-03-24,794,663.0,663
Romania,2020-03-11,45,-749.0,-749
Romania,2020-03-06,9,-36.0,-36
Romania,2020-03-07,9,0.0,0
Romania,2020-03-16,158,149.0,149
Romania,2020-03-22,433,275.0,275
Russia,2020-03-09,17,0.0,0
Russia,2020-03-10,20,3.0,3
Russia,2020-03-08,17,-3.0,-3
Russia,2020-03-20,253,236.0,236
Russia,2020-03-03,3,-250.0,-250
Russia,2020-03-04,3,0.0,0
Russia,2020-03-26,840,837.0,837
Russia,2020-03-07,13,-827.0,-827
Russia,2020-03-23,438,425.0,425
Russia,2020-03-21,306,-132.0,-132
Russia,2020-03-13,45,-261.0,-261
Russia,2020-03-22,367,322.0,322
Russia,2020-03-02,3,-364.0,-364
Russia,2020-03-27,1036,1033.0,1033
Russia,2020-03-19,199,-837.0,-837
Russia,2020-03-06,13,-186.0,-186
Russia,2020-03-05,4,-9.0,-9
Russia,2020-03-17,114,110.0,110
Russia,2020-03-24,495,381.0,381
Russia,2020-03-14,59,-436.0,-436
Russia,2020-03-01,2,-57.0,-57
Russia,2020-03-25,658,656.0,656
Russia,2020-03-11,20,-638.0,-638
Russia,2020-03-18,147,127.0,127
Russia,2020-03-15,63,-84.0,-84
Russia,2020-03-12,28,-35.0,-35
Russia,2020-03-16,90,62.0,62
Rwanda,2020-03-02,0,0.0,0
Rwanda,2020-03-23,36,36.0,36
Rwanda,2020-03-27,54,18.0,18
Rwanda,2020-03-10,0,-54.0,-54
Rwanda,2020-03-15,1,1.0,1
Rwanda,2020-03-22,19,18.0,18
Rwanda,2020-03-26,50,31.0,31
Rwanda,2020-03-01,0,-50.0,-50
Rwanda,2020-03-13,0,0.0,0
Rwanda,2020-03-06,0,0.0,0
Rwanda,2020-03-18,8,8.0,8
Rwanda,2020-03-05,0,-8.0,-8
Rwanda,2020-03-09,0,0.0,0
Rwanda,2020-03-12,0,0.0,0
Rwanda,2020-03-17,7,7.0,7
Rwanda,2020-03-16,5,-2.0,-2
Rwanda,2020-03-25,41,36.0,36
Rwanda,2020-03-14,1,-40.0,-40
Rwanda,2020-03-24,40,39.0,39
Rwanda,2020-03-19,8,-32.0,-32
Rwanda,2020-03-20,17,9.0,9
Rwanda,2020-03-04,0,-17.0,-17
Rwanda,2020-03-08,0,0.0,0
Rwanda,2020-03-11,0,0.0,0
Rwanda,2020-03-07,0,0.0,0
Rwanda,2020-03-21,17,17.0,17
Rwanda,2020-03-03,0,-17.0,-17
Saint Kitts and Nevis,2020-03-24,0,0.0,0
Saint Kitts and Nevis,2020-03-25,2,2.0,2
Saint Kitts and Nevis,2020-03-01,0,-2.0,-2
Saint Kitts and Nevis,2020-03-21,0,0.0,0
Saint Kitts and Nevis,2020-03-14,0,0.0,0
Saint Kitts and Nevis,2020-03-12,0,0.0,0
Saint Kitts and Nevis,2020-03-18,0,0.0,0
Saint Kitts and Nevis,2020-03-26,2,2.0,2
Saint Kitts and Nevis,2020-03-27,2,0.0,0
Saint Kitts and Nevis,2020-03-16,0,-2.0,-2
Saint Kitts and Nevis,2020-03-15,0,0.0,0
Saint Kitts and Nevis,2020-03-07,0,0.0,0
Saint Kitts and Nevis,2020-03-03,0,0.0,0
Saint Kitts and Nevis,2020-03-06,0,0.0,0
Saint Kitts and Nevis,2020-03-05,0,0.0,0
Saint Kitts and Nevis,2020-03-22,0,0.0,0
Saint Kitts and Nevis,2020-03-10,0,0.0,0
Saint Kitts and Nevis,2020-03-17,0,0.0,0
Saint Kitts and Nevis,2020-03-11,0,0.0,0
Saint Kitts and Nevis,2020-03-20,0,0.0,0
Saint Kitts and Nevis,2020-03-02,0,0.0,0
Saint Kitts and Nevis,2020-03-23,0,0.0,0
Saint Kitts and Nevis,2020-03-09,0,0.0,0
Saint Kitts and Nevis,2020-03-04,0,0.0,0
Saint Kitts and Nevis,2020-03-08,0,0.0,0
Saint Kitts and Nevis,2020-03-19,0,0.0,0
Saint Kitts and Nevis,2020-03-13,0,0.0,0
Saint Lucia,2020-03-05,0,0.0,0
Saint Lucia,2020-03-15,2,2.0,2
Saint Lucia,2020-03-13,0,-2.0,-2
Saint Lucia,2020-03-14,1,1.0,1
Saint Lucia,2020-03-24,3,2.0,2
Saint Lucia,2020-03-11,0,-3.0,-3
Saint Lucia,2020-03-22,2,2.0,2
Saint Lucia,2020-03-19,2,0.0,0
Saint Lucia,2020-03-06,0,-2.0,-2
Saint Lucia,2020-03-16,2,2.0,2
Saint Lucia,2020-03-03,0,-2.0,-2
Saint Lucia,2020-03-07,0,0.0,0
Saint Lucia,2020-03-10,0,0.0,0
Saint Lucia,2020-03-17,2,2.0,2
Saint Lucia,2020-03-08,0,-2.0,-2
Saint Lucia,2020-03-23,3,3.0,3
Saint Lucia,2020-03-25,3,0.0,0
Saint Lucia,2020-03-01,0,-3.0,-3
Saint Lucia,2020-03-26,3,3.0,3
Saint Lucia,2020-03-04,0,-3.0,-3
Saint Lucia,2020-03-18,2,2.0,2
Saint Lucia,2020-03-02,0,-2.0,-2
Saint Lucia,2020-03-12,0,0.0,0
Saint Lucia,2020-03-27,3,3.0,3
Saint Lucia,2020-03-09,0,-3.0,-3
Saint Lucia,2020-03-21,2,2.0,2
Saint Lucia,2020-03-20,2,0.0,0
Saint Vincent and the Grenadines,2020-03-02,0,0.0,0
Saint Vincent and the Grenadines,2020-03-26,1,1.0,1
Saint Vincent and the Grenadines,2020-03-11,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-23,1,1.0,1
Saint Vincent and the Grenadines,2020-03-19,1,0.0,0
Saint Vincent and the Grenadines,2020-03-03,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-13,0,0.0,0
Saint Vincent and the Grenadines,2020-03-12,0,0.0,0
Saint Vincent and the Grenadines,2020-03-04,0,0.0,0
Saint Vincent and the Grenadines,2020-03-22,1,1.0,1
Saint Vincent and the Grenadines,2020-03-05,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-20,1,1.0,1
Saint Vincent and the Grenadines,2020-03-17,1,0.0,0
Saint Vincent and the Grenadines,2020-03-15,1,0.0,0
Saint Vincent and the Grenadines,2020-03-09,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-27,1,1.0,1
Saint Vincent and the Grenadines,2020-03-18,1,0.0,0
Saint Vincent and the Grenadines,2020-03-08,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-16,1,1.0,1
Saint Vincent and the Grenadines,2020-03-01,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-06,0,0.0,0
Saint Vincent and the Grenadines,2020-03-25,1,1.0,1
Saint Vincent and the Grenadines,2020-03-07,0,-1.0,-1
Saint Vincent and the Grenadines,2020-03-10,0,0.0,0
Saint Vincent and the Grenadines,2020-03-24,1,1.0,1
Saint Vincent and the Grenadines,2020-03-14,1,0.0,0
Saint Vincent and the Grenadines,2020-03-21,1,0.0,0
San Marino,2020-03-26,208,0.0,0
San Marino,2020-03-12,69,-139.0,-139
San Marino,2020-03-13,80,11.0,11
San Marino,2020-03-11,62,-18.0,-18
San Marino,2020-03-03,10,-52.0,-52
San Marino,2020-03-16,109,99.0,99
San Marino,2020-03-24,187,78.0,78
San Marino,2020-03-17,109,-78.0,-78
San Marino,2020-03-25,208,99.0,99
San Marino,2020-03-22,175,-33.0,-33
San Marino,2020-03-10,51,-124.0,-124
San Marino,2020-03-02,8,-43.0,-43
San Marino,2020-03-23,187,179.0,179
San Marino,2020-03-18,119,-68.0,-68
San Marino,2020-03-05,21,-98.0,-98
San Marino,2020-03-15,101,80.0,80
San Marino,2020-03-27,223,122.0,122
San Marino,2020-03-04,16,-207.0,-207
San Marino,2020-03-19,119,103.0,103
San Marino,2020-03-09,36,-83.0,-83
San Marino,2020-03-07,23,-13.0,-13
San Marino,2020-03-14,80,57.0,57
San Marino,2020-03-01,1,-79.0,-79
San Marino,2020-03-08,36,35.0,35
San Marino,2020-03-06,21,-15.0,-15
San Marino,2020-03-20,144,123.0,123
San Marino,2020-03-21,144,0.0,0
Saudi Arabia,2020-03-07,5,0.0,0
Saudi Arabia,2020-03-13,86,81.0,81
Saudi Arabia,2020-03-09,15,-71.0,-71
Saudi Arabia,2020-03-17,171,156.0,156
Saudi Arabia,2020-03-05,5,-166.0,-166
Saudi Arabia,2020-03-19,274,269.0,269
Saudi Arabia,2020-03-26,1012,738.0,738
Saudi Arabia,2020-03-25,900,-112.0,-112
Saudi Arabia,2020-03-22,511,-389.0,-389
Saudi Arabia,2020-03-14,103,-408.0,-408
Saudi Arabia,2020-03-02,1,-102.0,-102
Saudi Arabia,2020-03-03,1,0.0,0
Saudi Arabia,2020-03-20,344,343.0,343
Saudi Arabia,2020-03-21,392,48.0,48
Saudi Arabia,2020-03-10,20,-372.0,-372
Saudi Arabia,2020-03-11,21,1.0,1
Saudi Arabia,2020-03-15,103,82.0,82
Saudi Arabia,2020-03-24,767,664.0,664
Saudi Arabia,2020-03-23,562,-205.0,-205
Saudi Arabia,2020-03-06,5,-557.0,-557
Saudi Arabia,2020-03-27,1104,1099.0,1099
Saudi Arabia,2020-03-18,171,-933.0,-933
Saudi Arabia,2020-03-12,45,-126.0,-126
Saudi Arabia,2020-03-08,11,-34.0,-34
Saudi Arabia,2020-03-16,118,107.0,107
Saudi Arabia,2020-03-01,0,-118.0,-118
Saudi Arabia,2020-03-04,1,1.0,1
Senegal,2020-03-08,4,0.0,0
Senegal,2020-03-05,4,0.0,0
Senegal,2020-03-22,67,63.0,63
Senegal,2020-03-14,10,-57.0,-57
Senegal,2020-03-04,4,-6.0,-6
Senegal,2020-03-06,4,0.0,0
Senegal,2020-03-20,38,34.0,34
Senegal,2020-03-17,26,-12.0,-12
Senegal,2020-03-15,24,-2.0,-2
Senegal,2020-03-21,47,23.0,23
Senegal,2020-03-25,99,52.0,52
Senegal,2020-03-02,1,-98.0,-98
Senegal,2020-03-03,2,1.0,1
Senegal,2020-03-01,0,-2.0,-2
Senegal,2020-03-09,4,4.0,4
Senegal,2020-03-19,31,27.0,27
Senegal,2020-03-11,4,-27.0,-27
Senegal,2020-03-07,4,0.0,0
Senegal,2020-03-23,79,75.0,75
Senegal,2020-03-16,24,-55.0,-55
Senegal,2020-03-18,31,7.0,7
Senegal,2020-03-24,86,55.0,55
Senegal,2020-03-10,4,-82.0,-82
Senegal,2020-03-13,10,6.0,6
Senegal,2020-03-12,4,-6.0,-6
Senegal,2020-03-27,119,115.0,115
Senegal,2020-03-26,105,-14.0,-14
Serbia,2020-03-14,46,0.0,0
Serbia,2020-03-27,457,411.0,411
Serbia,2020-03-16,55,-402.0,-402
Serbia,2020-03-02,0,-55.0,-55
Serbia,2020-03-20,135,135.0,135
Serbia,2020-03-26,384,249.0,249
Serbia,2020-03-23,249,-135.0,-135
Serbia,2020-03-06,1,-248.0,-248
Serbia,2020-03-15,48,47.0,47
Serbia,2020-03-24,303,255.0,255
Serbia,2020-03-21,171,-132.0,-132
Serbia,2020-03-08,1,-170.0,-170
Serbia,2020-03-04,0,-1.0,-1
Serbia,2020-03-25,384,384.0,384
Serbia,2020-03-12,19,-365.0,-365
Serbia,2020-03-13,35,16.0,16
Serbia,2020-03-03,0,-35.0,-35
Serbia,2020-03-17,65,65.0,65
Serbia,2020-03-07,1,-64.0,-64
Serbia,2020-03-01,0,-1.0,-1
Serbia,2020-03-11,12,12.0,12
Serbia,2020-03-19,103,91.0,91
Serbia,2020-03-18,83,-20.0,-20
Serbia,2020-03-22,222,139.0,139
Serbia,2020-03-05,0,-222.0,-222
Serbia,2020-03-10,5,5.0,5
Serbia,2020-03-09,1,-4.0,-4
Seychelles,2020-03-15,2,0.0,0
Seychelles,2020-03-09,0,-2.0,-2
Seychelles,2020-03-23,7,7.0,7
Seychelles,2020-03-21,7,0.0,0
Seychelles,2020-03-17,4,-3.0,-3
Seychelles,2020-03-27,7,3.0,3
Seychelles,2020-03-13,0,-7.0,-7
Seychelles,2020-03-05,0,0.0,0
Seychelles,2020-03-02,0,0.0,0
Seychelles,2020-03-24,7,7.0,7
Seychelles,2020-03-18,4,-3.0,-3
Seychelles,2020-03-16,3,-1.0,-1
Seychelles,2020-03-08,0,-3.0,-3
Seychelles,2020-03-10,0,0.0,0
Seychelles,2020-03-26,7,7.0,7
Seychelles,2020-03-25,7,0.0,0
Seychelles,2020-03-14,2,-5.0,-5
Seychelles,2020-03-04,0,-2.0,-2
Seychelles,2020-03-11,0,0.0,0
Seychelles,2020-03-03,0,0.0,0
Seychelles,2020-03-20,7,7.0,7
Seychelles,2020-03-22,7,0.0,0
Seychelles,2020-03-19,6,-1.0,-1
Seychelles,2020-03-06,0,-6.0,-6
Seychelles,2020-03-01,0,0.0,0
Seychelles,2020-03-12,0,0.0,0
Seychelles,2020-03-07,0,0.0,0
Singapore,2020-03-07,138,0.0,0
Singapore,2020-03-13,200,62.0,62
Singapore,2020-03-27,732,532.0,532
Singapore,2020-03-19,345,-387.0,-387
Singapore,2020-03-12,178,-167.0,-167
Singapore,2020-03-14,212,34.0,34
Singapore,2020-03-11,178,-34.0,-34
